"x","y"
"3647.005859375","-1.507249E-15"
"3648.4955083608802","1.6204029999999999E-15"
"3649.9851573467499","3.8598409999999998E-15"
"3651.4748063326301","1.9424590000000002E-15"
"3652.9644553184999","1.749206E-15"
"3654.45410430437","3.0619969999999998E-15"
"3655.9437532902498","4.2439759999999999E-15"
"3657.43340227612","4.214264E-15"
"3658.9230512619902","3.066211E-15"
"3660.4127002478699","1.673659E-15"
"3661.9023492337401","1.7784239999999999E-15"
"3663.3919982196198","1.6647749999999999E-15"
"3664.88164720549","5.9306370000000004E-16"
"3666.3712961913602","1.2559070000000001E-15"
"3667.86094517724","2.0419549999999999E-15"
"3669.3505941631101","4.3951930000000002E-16"
"3670.8402431489899","1.0448070000000001E-15"
"3672.3298921348601","3.5423610000000001E-15"
"3673.8195411207298","2.2241769999999999E-15"
"3675.30919010661","6.683002E-16"
"3676.7988390924802","2.422076E-15"
"3678.2884880783599","1.88518E-15"
"3679.7781370642301","1.5645929999999999E-15"
"3681.2677860500999","1.4962449999999999E-15"
"3682.7574350359801","1.483666E-15"
"3684.2470840218498","1.632123E-15"
"3685.73673300772","-3.708363E-16"
"3687.2263819936002","1.86297E-15"
"3688.7160309794699","2.224928E-15"
"3690.2056799653501","2.56672E-15"
"3691.6953289512198","4.7334029999999996E-16"
"3693.18497793709","1.402928E-16"
"3694.6746269229702","3.1622080000000001E-15"
"3696.16427590884","1.407435E-15"
"3697.6539248947201","2.4817350000000001E-15"
"3699.1435738805899","2.0181970000000001E-15"
"3700.6332228664601","9.8562650000000004E-16"
"3702.1228718523398","-4.915473E-17"
"3703.61252083821","1.597649E-15"
"3705.1021698240902","2.4294009999999998E-15"
"3706.5918188099599","2.5857900000000002E-15"
"3708.0814677958301","2.0188769999999999E-15"
"3709.5711167817099","8.1063320000000004E-16"
"3711.0607657675801","1.026076E-15"
"3712.5504147534498","1.4793390000000001E-15"
"3714.04006373933","2.518637E-15"
"3715.5297127252002","2.8999260000000001E-15"
"3717.0193617110799","3.5654990000000002E-15"
"3718.5090106969501","3.1560430000000002E-15"
"3719.9986596828298","5.3162290000000002E-15"
"3721.4883086687","8.4179199999999993E-15"
"3722.9779576545702","1.29536E-14"
"3724.46760664045","1.874819E-14"
"3725.9572556263201","2.227783E-14"
"3727.4469046121899","2.07391E-14"
"3728.9365535980701","1.878715E-14"
"3730.4262025839398","1.323969E-14"
"3731.91585156982","8.9908959999999994E-15"
"3733.4055005556902","6.0073999999999998E-15"
"3734.8951495415599","3.6439120000000001E-15"
"3736.3847985274401","2.7206269999999999E-15"
"3737.8744475133099","2.2548400000000002E-15"
"3739.3640964991901","1.834884E-15"
"3740.8537454850598","5.3999600000000003E-16"
"3742.34339447093","1.064751E-15"
"3743.8330434568102","1.9429940000000001E-15"
"3745.3226924426799","1.173705E-15"
"3746.8123414285501","1.6445630000000001E-15"
"3748.3019904144298","2.90153E-15"
"3749.7916394003","3.4356559999999998E-15"
"3751.2812883861802","2.7430829999999998E-15"
"3752.77093737205","2.570576E-15"
"3754.2605863579201","1.8861179999999999E-15"
"3755.7502353437999","1.9787E-15"
"3757.2398843296701","1.9599959999999998E-15"
"3758.7295333155498","3.0179430000000001E-15"
"3760.21918230142","3.5427849999999998E-15"
"3761.7088312872902","3.3346110000000002E-15"
"3763.1984802731699","2.3758599999999999E-15"
"3764.6881292590401","1.353637E-15"
"3766.1777782449199","1.956503E-15"
"3767.6674272307901","2.058738E-15"
"3769.1570762166598","1.9786739999999999E-15"
"3770.64672520254","1.2202419999999999E-15"
"3772.1363741884102","2.3003549999999999E-15"
"3773.6260231742799","2.0448139999999999E-15"
"3775.1156721601601","1.071113E-15"
"3776.6053211460298","1.851696E-15"
"3778.09497013191","1.7852919999999999E-15"
"3779.5846191177802","1.2504300000000001E-15"
"3781.07426810365","1.570742E-15"
"3782.5639170895302","-8.3734909999999998E-17"
"3784.0535660753999","6.8720810000000002E-16"
"3785.5432150612801","8.2111979999999996E-16"
"3787.0328640471498","1.5208640000000001E-15"
"3788.52251303302","1.269155E-15"
"3790.0121620189002","1.5780620000000001E-15"
"3791.5018110047699","8.2412250000000001E-16"
"3792.9914599906501","1.75325E-15"
"3794.4811089765199","3.467018E-15"
"3795.9707579623901","2.214373E-15"
"3797.4604069482698","4.1422539999999999E-15"
"3798.95005593414","2.9949750000000001E-15"
"3800.4397049200202","2.4827879999999998E-15"
"3801.9293539058899","1.743464E-15"
"3803.4190028917601","4.5802219999999999E-16"
"3804.9086518776398","3.2268309999999998E-16"
"3806.39830086351","1.8651450000000001E-15"
"3807.8879498493902","1.4692680000000001E-15"
"3809.37759883526","1.1706809999999999E-15"
"3810.8672478211301","1.8562589999999999E-16"
"3812.3568968070099","1.120686E-15"
"3813.8465457928801","6.5455769999999995E-16"
"3815.3361947787498","8.4890979999999996E-16"
"3816.82584376463","6.1983830000000004E-16"
"3818.3154927505002","1.736426E-15"
"3819.8051417363799","1.5533069999999999E-15"
"3821.2947907222501","1.69697E-15"
"3822.7844397081199","1.036372E-15"
"3824.2740886940001","5.9295019999999997E-16"
"3825.7637376798698","7.2072829999999999E-16"
"3827.25338666575","5.6167339999999999E-16"
"3828.7430356516202","1.2800599999999999E-15"
"3830.2326846374899","2.4582619999999999E-15"
"3831.7223336233701","3.215107E-15"
"3833.2119826092398","5.0811389999999998E-15"
"3834.70163159512","5.8353200000000003E-15"
"3836.1912805809902","6.4303090000000003E-15"
"3837.68092956686","3.2001779999999998E-15"
"3839.1705785527402","3.3442050000000001E-15"
"3840.6602275386099","1.8642290000000001E-15"
"3842.1498765244801","-5.4971239999999997E-16"
"3843.6395255103598","6.0556940000000001E-16"
"3845.12917449623","6.2815670000000004E-16"
"3846.6188234821102","1.568792E-15"
"3848.1084724679799","1.098061E-15"
"3849.5981214538501","4.8006649999999997E-16"
"3851.0877704397299","3.659013E-16"
"3852.5774194256001","1.0587950000000001E-15"
"3854.0670684114798","1.307025E-15"
"3855.55671739735","1.30598E-15"
"3857.0463663832202","1.0742180000000001E-15"
"3858.5360153690999","1.515137E-15"
"3860.0256643549701","2.3516790000000002E-15"
"3861.5153133408498","6.5178119999999997E-15"
"3863.00496232672","1.6858210000000001E-14"
"3864.4946113125902","3.556818E-14"
"3865.98426029847","6.6329750000000001E-14"
"3867.4739092843402","9.6373410000000002E-14"
"3868.9635582702099","1.008724E-13"
"3870.4532072560901","8.3789650000000002E-14"
"3871.9428562419598","5.7178919999999995E-14"
"3873.43250522784","3.1986109999999998E-14"
"3874.9221542137102","1.4260199999999999E-14"
"3876.4118031995799","4.0926249999999997E-15"
"3877.9014521854601","1.9784560000000001E-15"
"3879.3911011713299","1.8576819999999999E-15"
"3880.8807501572101","1.292934E-15"
"3882.3703991430798","1.9564740000000001E-15"
"3883.86004812895","3.9615660000000001E-15"
"3885.3496971148302","8.0592449999999995E-15"
"3886.8393461006999","1.2768909999999999E-14"
"3888.3289950865801","1.4601830000000001E-14"
"3889.8186440724498","1.3301140000000001E-14"
"3891.30829305832","9.8815769999999997E-15"
"3892.7979420442002","5.5593469999999997E-15"
"3894.28759103007","3.3221940000000001E-15"
"3895.7772400159402","2.0426390000000002E-15"
"3897.2668890018199","1.171697E-15"
"3898.7565379876901","-1.054464E-16"
"3900.2461869735698","3.5039870000000002E-16"
"3901.73583595944","7.0952050000000005E-16"
"3903.2254849453102","4.9498719999999999E-16"
"3904.7151339311899","6.5122630000000001E-16"
"3906.2047829170601","8.8910359999999993E-16"
"3907.6944319029399","1.122238E-15"
"3909.1840808888101","7.5569890000000003E-16"
"3910.6737298746798","1.1794310000000001E-16"
"3912.16337886056","3.0169990000000002E-16"
"3913.6530278464302","7.1790530000000002E-16"
"3915.1426768323099","6.5836229999999999E-16"
"3916.6323258181801","1.1220929999999999E-15"
"3918.1219748040498","1.404302E-15"
"3919.61162378993","4.8863770000000001E-16"
"3921.1012727758002","9.8668419999999993E-16"
"3922.59092176167","1.9556040000000001E-15"
"3924.0805707475502","1.5794740000000001E-15"
"3925.5702197334199","5.5251800000000002E-16"
"3927.0598687193001","1.3593500000000001E-15"
"3928.5495177051698","1.080607E-15"
"3930.03916669104","1.1140429999999999E-15"
"3931.5288156769202","7.8915200000000005E-16"
"3933.0184646627899","1.8916109999999998E-15"
"3934.5081136486701","9.5101770000000004E-16"
"3935.9977626345399","3.3786819999999998E-16"
"3937.4874116204101","8.3531819999999996E-16"
"3938.9770606062898","4.5406000000000003E-16"
"3940.46670959216","9.3206899999999996E-16"
"3941.9563585780402","5.1404479999999999E-16"
"3943.4460075639099","2.817886E-16"
"3944.9356565497801","6.3778860000000001E-16"
"3946.4253055356598","-2.4435279999999999E-17"
"3947.91495452153","1.2089310000000001E-16"
"3949.4046035074002","1.5408699999999999E-15"
"3950.89425249328","1.9800310000000002E-15"
"3952.3839014791502","1.201401E-15"
"3953.8735504650299","1.097445E-15"
"3955.3631994509001","6.856391E-16"
"3956.8528484367698","1.0179039999999999E-15"
"3958.34249742265","1.670749E-15"
"3959.8321464085202","2.0879270000000001E-15"
"3961.3217953943999","5.179613E-15"
"3962.8114443802701","1.2080350000000001E-14"
"3964.3010933661399","2.4933179999999999E-14"
"3965.7907423520201","3.9111200000000002E-14"
"3967.2803913378898","4.7206969999999998E-14"
"3968.77004032377","4.5097600000000001E-14"
"3970.2596893096402","3.6091969999999999E-14"
"3971.7493382955099","2.5054100000000001E-14"
"3973.2389872813901","1.270462E-14"
"3974.7286362672598","6.613933E-15"
"3976.21828525314","2.8393369999999999E-15"
"3977.7079342390098","8.47904E-16"
"3979.19758322488","8.5987980000000002E-16"
"3980.6872322107602","8.8522540000000003E-16"
"3982.1768811966299","2.4345739999999999E-16"
"3983.6665301825001","3.9351900000000002E-16"
"3985.1561791683798","4.650721E-16"
"3986.64582815425","-1.040203E-17"
"3988.1354771401302","5.1871989999999999E-16"
"3989.6251261259999","1.3621989999999999E-15"
"3991.1147751118701","1.095918E-15"
"3992.6044240977499","9.9529059999999994E-16"
"3994.0940730836201","7.990747E-17"
"3995.5837220694998","6.1340059999999996E-16"
"3997.07337105537","1.3303760000000001E-15"
"3998.5630200412402","3.2494870000000002E-16"
"4000.0526690271199","6.202126E-16"
"4001.5423180129901","1.475646E-15"
"4003.0319669988698","1.574395E-15"
"4004.52161598474","1.4887770000000001E-15"
"4006.0112649706098","9.1348139999999995E-16"
"4007.50091395649","4.7139589999999998E-16"
"4008.9905629423602","5.3412920000000001E-16"
"4010.4802119282299","-3.1005010000000002E-17"
"4011.9698609141101","5.3264599999999999E-17"
"4013.4595098999798","3.9700439999999999E-16"
"4014.94915888586","7.6944359999999998E-16"
"4016.4388078717302","2.4859570000000002E-16"
"4017.9284568576099","-6.4140140000000005E-17"
"4019.4181058434801","3.9977929999999999E-16"
"4020.9077548293499","1.049545E-15"
"4022.3974038152301","1.7256249999999999E-15"
"4023.8870528010998","2.4528360000000002E-15"
"4025.37670178697","3.7704280000000004E-15"
"4026.8663507728502","3.0258879999999999E-15"
"4028.3559997587199","2.129743E-15"
"4029.8456487446001","1.8336949999999999E-15"
"4031.3352977304698","1.089945E-15"
"4032.82494671634","1.3402779999999999E-15"
"4034.3145957022198","5.3037659999999997E-16"
"4035.80424468809","4.3101269999999998E-16"
"4037.2938936739702","1.499177E-16"
"4038.7835426598399","4.9964059999999996E-16"
"4040.2731916457101","1.305072E-15"
"4041.7628406315898","6.9484709999999997E-16"
"4043.25248961746","6.3513529999999996E-16"
"4044.7421386033402","1.0199000000000001E-15"
"4046.2317875892099","1.6515829999999999E-16"
"4047.7214365750801","1.1055189999999999E-16"
"4049.2110855609599","2.148751E-16"
"4050.7007345468301","8.0799849999999999E-16"
"4052.1903835327098","9.5314859999999997E-16"
"4053.68003251858","3.4510979999999999E-16"
"4055.1696815044502","-1.402227E-16"
"4056.6593304903299","3.1555690000000001E-16"
"4058.1489794762001","1.0184550000000001E-15"
"4059.6386284620698","1.1930020000000001E-15"
"4061.12827744795","1.140922E-15"
"4062.6179264338198","1.306762E-15"
"4064.1075754197","3.8207709999999998E-15"
"4065.5972244055702","7.4155049999999998E-15"
"4067.0868733914399","1.087342E-14"
"4068.5765223773201","1.1828280000000001E-14"
"4070.0661713631898","1.143866E-14"
"4071.55582034907","8.3779869999999992E-15"
"4073.0454693349402","6.6053029999999997E-15"
"4074.5351183208099","5.8642660000000001E-15"
"4076.0247673066901","5.3618460000000001E-15"
"4077.5144162925599","4.4869769999999999E-15"
"4079.0040652784401","3.1350600000000001E-15"
"4080.4937142643098","2.3492300000000001E-15"
"4081.98336325018","2.0092190000000001E-15"
"4083.4730122360602","1.1347939999999999E-15"
"4084.9626612219299","7.4039379999999999E-16"
"4086.4523102078101","1.099131E-15"
"4087.9419591936798","3.5848220000000001E-16"
"4089.43160817955","8.9733830000000001E-16"
"4090.9212571654298","1.0570380000000001E-15"
"4092.4109061513","1.502258E-15"
"4093.9005551371702","4.0308569999999999E-15"
"4095.3902041230499","6.3111310000000003E-15"
"4096.8798531089196","1.0140089999999999E-14"
"4098.3695020947998","1.7793629999999999E-14"
"4099.85915108067","2.5182150000000001E-14"
"4101.3488000665402","2.6852050000000001E-14"
"4102.8384490524204","2.3083519999999998E-14"
"4104.3280980382897","1.616172E-14"
"4105.8177470241699","1.02357E-14"
"4107.3073960100401","4.6180349999999997E-15"
"4108.7970449959103","1.8110060000000001E-15"
"4110.2866939817904","1.4505749999999999E-15"
"4111.7763429676597","5.8103540000000001E-16"
"4113.2659919535299","5.243847E-16"
"4114.7556409394101","6.6215129999999998E-16"
"4116.2452899252803","1.4798929999999999E-15"
"4117.7349389111596","8.6590959999999998E-16"
"4119.2245878970298","8.4288559999999998E-16"
"4120.7142368829","1.6912549999999999E-15"
"4122.2038858687802","1.660807E-15"
"4123.6935348546504","1.581066E-15"
"4125.1831838405296","7.9810989999999998E-16"
"4126.6728328263998","8.5390050000000004E-16"
"4128.16248181227","3.824447E-16"
"4129.6521307981502","1.1132E-15"
"4131.1417797840204","1.0336680000000001E-15"
"4132.6314287698997","8.2996819999999998E-16"
"4134.1210777557699","8.7217029999999998E-16"
"4135.6107267416401","1.123237E-15"
"4137.1003757275203","5.6824730000000001E-16"
"4138.5900247133904","8.5027550000000001E-16"
"4140.0796736992597","1.2927800000000001E-15"
"4141.5693226851399","1.3537359999999999E-15"
"4143.0589716710101","1.3333759999999999E-15"
"4144.5486206568903","1.016924E-15"
"4146.0382696427596","1.21046E-15"
"4147.5279186286398","1.3801450000000001E-15"
"4149.01756761451","1.189231E-15"
"4150.5072166003802","1.234258E-15"
"4151.9968655862604","7.492193E-16"
"4153.4865145721296","5.9539980000000001E-16"
"4154.9761635579998","8.5675460000000003E-16"
"4156.46581254388","1.4278959999999999E-15"
"4157.9554615297502","1.0641039999999999E-15"
"4159.4451105156304","1.1097959999999999E-15"
"4160.9347595014997","9.6516859999999992E-16"
"4162.4244084873699","1.036664E-15"
"4163.9140574732501","1.14857E-15"
"4165.4037064591203","1.04128E-15"
"4166.8933554449904","1.37873E-15"
"4168.3830044308697","1.1838519999999999E-15"
"4169.8726534167399","8.9076240000000006E-16"
"4171.3623024026201","7.0075510000000004E-17"
"4172.8519513884903","3.2698150000000002E-16"
"4174.3416003743696","5.1360760000000002E-16"
"4175.8312493602398","1.0387110000000001E-15"
"4177.32089834611","8.1915370000000003E-16"
"4178.8105473319902","1.1956890000000001E-15"
"4180.3001963178604","1.0196350000000001E-15"
"4181.7898453037396","5.4255860000000004E-16"
"4183.2794942896098","7.9640999999999996E-16"
"4184.76914327548","6.3788299999999998E-16"
"4186.2587922613602","5.8074440000000004E-16"
"4187.7484412472304","1.2681399999999999E-15"
"4189.2380902330997","1.2596539999999999E-15"
"4190.7277392189799","9.740419E-16"
"4192.2173882048501","1.436338E-15"
"4193.7070371907303","8.7575740000000003E-16"
"4195.1966861766005","1.29352E-15"
"4196.6863351624697","2.211768E-15"
"4198.1759841483499","2.6313170000000001E-15"
"4199.6656331342201","2.921462E-15"
"4201.1552821201003","2.7942470000000001E-15"
"4202.6449311059696","2.0856620000000001E-15"
"4204.1345800918398","8.6379009999999996E-16"
"4205.62422907772","8.56838E-16"
"4207.1138780635902","1.178013E-15"
"4208.6035270494604","1.1681610000000001E-15"
"4210.0931760353396","1.194867E-15"
"4211.5828250212098","7.6080269999999996E-16"
"4213.07247400709","9.6695039999999999E-16"
"4214.5621229929602","1.369048E-15"
"4216.0517719788304","7.937951E-16"
"4217.5414209647097","1.033676E-15"
"4219.0310699505799","1.268478E-15"
"4220.5207189364601","1.2389369999999999E-15"
"4222.0103679223303","1.5887070000000001E-15"
"4223.5000169082005","1.449618E-15"
"4224.9896658940797","1.133685E-15"
"4226.4793148799499","1.010319E-15"
"4227.9689638658301","1.268891E-15"
"4229.4586128517003","1.334782E-15"
"4230.9482618375696","6.7630790000000002E-16"
"4232.4379108234498","9.395229E-16"
"4233.92755980932","1.3515410000000001E-15"
"4235.4172087951902","1.364916E-15"
"4236.9068577810704","1.368521E-15"
"4238.3965067669396","1.399213E-15"
"4239.8861557528198","1.078382E-15"
"4241.37580473869","1.1783959999999999E-15"
"4242.8654537245602","7.5328520000000004E-16"
"4244.3551027104404","8.4764160000000001E-16"
"4245.8447516963097","1.218903E-15"
"4247.3344006821899","8.2192510000000002E-16"
"4248.8240496680601","4.2653070000000002E-16"
"4250.3136986539303","8.8237180000000005E-16"
"4251.8033476398105","1.4753449999999999E-15"
"4253.2929966256797","1.444769E-15"
"4254.7826456115599","7.8098569999999998E-16"
"4256.2722945974301","7.706517E-16"
"4257.7619435833003","1.348297E-15"
"4259.2515925691796","1.029218E-15"
"4260.7412415550498","1.164724E-15"
"4262.23089054092","1.3707170000000001E-15"
"4263.7205395268002","1.2720679999999999E-15"
"4265.2101885126704","8.134168E-16"
"4266.6998374985496","9.8003670000000005E-16"
"4268.1894864844198","1.2241819999999999E-15"
"4269.67913547029","7.1745489999999996E-16"
"4271.1687844561702","7.001508E-16"
"4272.6584334420404","1.522145E-15"
"4274.1480824279197","9.6886639999999996E-16"
"4275.6377314137899","5.4835859999999996E-16"
"4277.1273803996601","1.047467E-15"
"4278.6170293855403","8.4108269999999996E-16"
